OUT	C.M1	C.M2	C.M3	GC.M1	GC.M2	GC.M3	Taxonomy
OTU_180	6	3	8	168	32	28	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_NK3B31_group;s__
OTU_181	31	64	52	52	45	43	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga;s__
OTU_182	100	8	6	96	59	82	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU_183	75	180	86	30	36	47	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas
OTU_184	46	44	75	27	33	42	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Sh765B-TzT-29;f__;g__;s__
OTU_185	36	62	63	54	26	56	k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__;f__;g__;s__
OTU_186	2	4	26	65	61	40	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus_1
OTU_187	2	28	46	371	33	23	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_RF16_group;g__;s__
OTU_188	49	40	60	65	80	66	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter;s__
OTU_189	11	6	35	123	71	114	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__dgA-11_gut_group;s__
OTU_190	49	42	47	57	22	31	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_4;f__unidentified_Acidobacteria;g__Blastocatella;s__
OTU_191	150	204	156	51	144	83	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__AT425-EubC11_terrestrial_group;f__;g__;s__
OTU_192	72	118	112	27	51	37	k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
OTU_193	44	38	51	44	63	76	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__unidentified_Gemmatimonadetes;f__S0134_terrestrial_group;g__;s__
OTU_194	92	43	70	83	158	122	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__;s__
OTU_195	1	2	1	0	1	0	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_2;f__;g__;s__
OTU_196	31	55	44	31	53	57	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__P3OB-42;g__;s__
OTU_197	16	0	9	159	61	39	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_S24-7_group;g__;s__
OTU_198	8	2	5	31	69	31	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales
OTU_199	5	2	0	62	71	54	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eubacterium_ruminantium_group;s__
OTU_200	72	42	86	73	69	94	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
OTU_201	31	28	35	35	4	14	k__Bacteria;p__Chloroflexi
OTU_202	25	1	113	156	55	37	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_NK3B31_group;s__
OTU_203	3	33	51	103	62	65	k__Bacteria;p__Lentisphaerae;c__Lentisphaerae_RFP12_gut_group;o__;f__;g__;s__
OTU_204	10	8	18	31	45	140	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter_coli
OTU_205	15	9	6	49	35	40	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium
OTU_206	29	62	44	57	31	38	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_aryabhattai
OTU_207	387	16	6	61	51	46	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;s__
OTU_208	72	67	89	58	56	42	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__TRA3-20
OTU_209	6	16	1	80	41	97	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_RF16_group;g__;s__
OTU_210	132	98	124	50	48	62	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__Nitrosospira
OTU_211	114	142	130	85	63	81	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces;s__
OTU_212	85	111	77	61	72	94	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Altererythrobacter;s__
OTU_213	42	128	61	44	71	16	k__Archaea;p__Thaumarchaeota;c__.SCG.;o__unidentified_.SCG.;f__unidentified_.SCG.;g__Candidatus_Nitrososphaera;s__
OTU_214	29	3	16	115	47	38	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU_215	48	35	46	21	36	22	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
OTU_216	48	70	43	29	47	40	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__;s__
OTU_217	28	33	47	31	31	26	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__unidentified_Rhodospirillales;g__Candidatus_Alysiosphaera;s__
OTU_218	32	15	49	54	27	43	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;s__Pseudoxanthomonas_mexicana
OTU_219	34	48	113	29	28	34	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__0319-6A21;g__;s__
OTU_220	71	48	65	58	31	48	k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
OTU_221	39	61	37	22	39	40	k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup_7;f__;g__;s__
OTU_222	0	0	14	10	69	2	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eubacterium_ruminantium_group;s__
OTU_223	29	90	21	147	107	114	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-002
OTU_224	58	64	50	59	62	70	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Solimonadaceae;g__Polycyclovorans;s__
OTU_225	94	52	68	46	54	79	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae
OTU_226	29	7	47	86	76	61	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_S24-7_group;g__;s__
OTU_227	42	75	55	37	40	40	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella;s__
OTU_228	16	7	40	131	71	63	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Terrisporobacter;s__
OTU_229	41	39	52	29	29	17	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Phaselicystidaceae;g__Phaselicystis;s__
OTU_230	75	67	89	37	20	18	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__;s__
OTU_231	44	56	51	42	40	53	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__unidentified_Gemmatimonadetes;f__S0134_terrestrial_group;g__;s__
OTU_232	42	45	59	35	35	38	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hirschia;s__
OTU_233	32	26	35	17	28	35	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Saprospiraceae;g__;s__
OTU_234	104	95	131	79	97	114	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
OTU_235	54	71	82	45	37	48	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_17;f__;g__;s__
OTU_236	71	73	90	65	42	39	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_scabiei
OTU_237	161	177	170	114	70	130	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_4;f__RB41;g__;s__
OTU_238	31	77	43	66	68	92	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Pontibacter;s__
OTU_239	44	41	37	61	17	34	k__Bacteria;p__Chloroflexi
OTU_240	19	57	25	56	15	35	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_4;f__11-24
OTU_241	4	0	41	66	21	21	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__
OTU_242	0	0	1	67	54	58	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales
OTU_243	35	52	60	41	27	18	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__unidentified_Rhodospirillales;g__Reyranella;s__
OTU_244	28	5	46	81	68	40	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__
OTU_245	56	80	80	71	92	75	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__
OTU_246	74	68	88	43	46	53	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
OTU_247	8	47	5	40	32	29	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum;s__
OTU_248	32	45	41	31	50	57	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
OTU_249	69	81	65	63	43	41	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides
OTU_250	22	26	39	24	31	45	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__
OTU_251	9	11	11	48	49	43	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU_252	82	155	115	76	58	57	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Nitrospinaceae;g__Candidatus_Entotheonella;s__
OTU_253	158	120	168	140	119	125	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__288-2;g__;s__
OTU_254	13	6	41	45	35	117	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
OTU_255	2	0	11	109	31	82	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group;s__
OTU_256	43	61	55	64	37	35	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Noviherbaspirillum;s__
OTU_257	33	51	60	59	28	73	k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__;g__;s__
OTU_258	50	44	70	53	66	65	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
OTU_259	53	85	73	36	33	54	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
OTU_260	5	11	19	49	67	128	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus
OTU_261	50	38	53	37	51	71	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__
OTU_262	31	47	50	27	42	57	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__unidentified_Gemmatimonadetes;f__S0134_terrestrial_group;g__;s__
OTU_263	65	79	59	49	41	41	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_17;f__;g__;s__
OTU_264	18	16	37	79	28	27	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_NK3B31_group;s__
OTU_265	47	42	63	66	17	40	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_6;f__;g__;s__
OTU_266	51	45	34	23	7	18	k__Bacteria;p__Latescibacteria;c__;o__;f__;g__;s__
OTU_267	80	77	103	53	33	32	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Virgisporangium
OTU_268	25	25	28	29	26	32	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes
OTU_269	5	13	22	78	108	114	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__
OTU_270	100	39	21	81	73	43	k__Bacteria;p__Spirochaetes;c__unidentified_Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Treponema_2;s__
OTU_271	27	30	32	11	21	17	k__Bacteria;p__Thermomicrobia;c__unidentified_Thermomicrobia;o__AKYG1722;f__;g__;s__
OTU_272	15	18	30	32	40	42	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;s__
OTU_273	27	41	24	34	14	35	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__
OTU_274	4	4	52	105	63	15	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_S24-7_group;g__;s__
OTU_275	24	18	306	12	9	22	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__AT425-EubC11_terrestrial_group;f__;g__;s__
OTU_276	46	43	49	22	31	36	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__;s__
OTU_277	28	20	24	31	24	32	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
OTU_278	25	19	29	143	95	132	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU_279	3	4	7	36	37	11	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium_5
OTU_280	51	80	50	74	21	50	k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__DA101_soil_group;g__;s__
OTU_281	33	93	47	27	16	22	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae
OTU_282	49	31	52	24	19	27	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84
OTU_283	4	11	3	57	70	23	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_S24-7_group;g__;s__
OTU_284	4	3	21	52	70	69	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mollicutes_RF9;f__;g__;s__
OTU_285	43	31	43	26	37	42	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
OTU_286	25	21	29	29	28	31	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__JG34-KF-361;g__;s__
OTU_287	30	33	75	32	7	22	k__Bacteria;p__Cyanobacteria;c__unidentified_Cyanobacteria;o__SubsectionIII;f__FamilyI;g__Microcoleus;s__
OTU_288	13	8	9	56	71	33	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU_289	1	4	8	34	31	12	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-008;s__
OTU_290	20	40	19	28	18	25	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Actinophytocola;s__
OTU_291	30	53	54	26	33	23	k__Bacteria;p__Chloroflexi;c__S085;o__;f__;g__;s__
OTU_292	20	18	20	11	15	20	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
OTU_293	72	69	76	32	34	32	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
OTU_294	14	19	15	20	18	28	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_gibsonii
OTU_295	0	15	2	20	18	28	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Leeia;s__
OTU_296	55	111	104	32	50	54	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__
OTU_297	47	44	51	11	13	11	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Luedemannella;s__
OTU_298	41	47	48	35	23	31	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Kribbella
OTU_299	121	86	156	77	56	52	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Micromonosporales;f__Micromonosporaceae
OTU_300	78	116	290	44	65	74	k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__0319-6A21;g__;s__
OTU_301	47	26	36	39	45	49	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Flavitalea;s__
OTU_302	14	13	18	18	13	25	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Micrococcales;f__Micrococcaceae
OTU_303	27	40	37	23	19	26	k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup_7;f__;g__;s__
OTU_304	36	67	62	33	33	32	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__unidentified_Gemmatimonadetes;f__S0134_terrestrial_group;g__;s__
OTU_305	3	1	4	57	94	24	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group;s__
OTU_306	44	76	50	39	42	37	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_3;f__unidentified_Acidobacteria;g__Bryobacter;s__
OTU_307	113	14	29	28	31	35	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus_2;s__
OTU_308	31	3	9	21	25	16	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium_9
OTU_309	22	32	36	40	33	29	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__I-10;g__;s__
OTU_310	43	74	14	34	26	30	k__Bacteria;p__Spirochaetes;c__unidentified_Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Treponema_2;s__Treponema_bryantii
OTU_311	114	98	120	57	60	73	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
OTU_312	67	72	55	71	24	21	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101_soil_group;f__;g__;s__
OTU_313	176	0	0	48	49	24	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Eubacterium_coprostanoligenes_group;s__
OTU_314	6	8	6	58	28	39	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Anaerorhabdus_furcosa_group;s__
OTU_315	1	1	4	360	92	16	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae
OTU_316	29	32	41	21	25	29	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides
OTU_317	20	33	23	17	24	26	k__Bacteria;p__JL-ETNP-Z39;c__;o__;f__;g__;s__
OTU_318	19	11	8	93	56	72	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Porphyromonadaceae_bacterium_DJF_B175
OTU_319	3	3	7	43	22	17	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_RF16_group;g__;s__
OTU_320	52	19	1	112	72	93	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Anaerovibrio;s__
OTU_321	35	49	44	25	19	39	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Sh765B-TzT-29;f__;g__;s__
OTU_322	23	28	35	28	20	31	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
OTU_323	5	16	42	44	25	23	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus_1;s__Ruminococcus_flavefaciens
OTU_324	34	36	60	17	11	17	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__unidentified_Alcaligenaceae;s__beta_proteobacterium_WX163
OTU_325	15	23	25	28	15	21	k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__;f__;g__;s__
OTU_326	23	24	7	117	146	94	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae
OTU_327	49	54	34	50	15	37	k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter;s__
OTU_328	20	20	26	48	69	55	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Sandaracinaceae
OTU_329	48	47	54	74	16	38	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_6
OTU_330	32	32	23	14	13	11	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_11;f__;g__;s__
OTU_331	25	9	25	17	50	27	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__;s__
OTU_332	2	2	30	150	12	30	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_vadinBB60_group;g__;s__
OTU_333	18	59	35	25	22	28	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_3;f__unidentified_Acidobacteria;g__Bryobacter;s__
OTU_334	35	44	46	23	36	32	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__;g__;s__
OTU_335	21	43	20	14	7	10	k__Bacteria;p__Planctomycetes;c__OM190;o__;f__;g__;s__
OTU_336	9	49	36	17	20	20	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfurellales;f__Desulfurellaceae;g__;s__
OTU_337	11	10	8	37	38	28	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__
OTU_338	26	34	35	34	46	44	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
OTU_339	67	34	36	134	165	182	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XIII;g__Family_XIII_AD3011_group;s__
OTU_340	40	49	40	37	45	42	k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup_10;f__Sva0725;g__;s__
OTU_341	49	58	64	47	61	60	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__unidentified_Gemmatimonadetes;f__S0134_terrestrial_group;g__;s__
OTU_342	55	67	88	34	45	80	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter_soli
OTU_343	72	97	76	64	87	75	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__BD2-11_terrestrial_group;f__;g__;s__
OTU_344	49	41	66	30	35	24	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Geodermatophilus;s__
OTU_345	36	34	32	32	14	26	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_6
OTU_346	11	27	19	25	16	25	k__Bacteria;p__Thermomicrobia;c__unidentified_Thermomicrobia;o__JG30-KF-CM45;f__;g__;s__
OTU_347	10	5	0	31	52	31	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group;s__
OTU_348	25	26	34	28	8	23	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_6
OTU_349	29	11	34	93	85	46	k__Bacteria;p__Spirochaetes;c__unidentified_Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Treponema_2;s__
OTU_350	145	15	10	44	12	27	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium
OTU_351	9	5	7	81	32	38	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium_6;s__
OTU_352	8	38	9	20	12	14	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae
OTU_353	7	7	6	49	33	21	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__
OTU_354	8	38	72	102	21	32	k__Bacteria;p__Spirochaetes;c__unidentified_Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Treponema_2;s__Treponema_porcinum
OTU_355	0	2	0	48	20	52	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eubacterium_ruminantium_group;s__
OTU_356	3	1	31	37	17	15	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_7;s__Prevotella_sp._RS2
OTU_357	31	47	29	31	44	29	k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup_10;f__Sva0725;g__;s__
OTU_358	33	2	1	24	40	58	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XIII;g__Eubacterium_nodatum_group;s__
